"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","NOR","Norway","2015","2015",5190,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","NOR","Norway","2016","2016",5236.2,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","NOR","Norway","2017","2017",5277,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","POL","Poland","2010","2010",97.5,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","POL","Poland","2011","2011",96.6,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","POL","Poland","2012","2012",91,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","POL","Poland","2013","2013",91.6,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","POL","Poland","2014","2014",91.3,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","POL","Poland","2015","2015",91,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","POL","Poland","2016","2016",91.5,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","POL","Poland","2010","2010",37231,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","POL","Poland","2011","2011",37242,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","POL","Poland","2012","2012",35054,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","POL","Poland","2013","2013",35254.4,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","POL","Poland","2014","2014",35122.6,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","POL","Poland","2015","2015",34985.5,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","POL","Poland","2016","2016",35154.2,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","PRT","Portugal","2010","2010",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","PRT","Portugal","2011","2011",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","PRT","Portugal","2012","2012",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","PRT","Portugal","2013","2013",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","PRT","Portugal","2014","2014",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","PRT","Portugal","2015","2015",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","PRT","Portugal","2016","2016",100,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","PRT","Portugal","2010","2010",10572.7,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","PRT","Portugal","2011","2011",10542.4,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","PRT","Portugal","2012","2012",10487.3,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","PRT","Portugal","2013","2013",10427.3,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","PRT","Portugal","2014","2014",10374.8,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","PRT","Portugal","2015","2015",10341.3,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","PRT","Portugal","2016","2016",10309.6,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SVK","Slovak Republic","2010","2010",94.8,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SVK","Slovak Republic","2011","2011",95.2,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SVK","Slovak Republic","2012","2012",95,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SVK","Slovak Republic","2013","2013",94.6,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SVK","Slovak Republic","2014","2014",94.2,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SVK","Slovak Republic","2015","2015",93.8,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SVK","Slovak Republic","2016","2016",94.5,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SVK","Slovak Republic","2010","2010",5152.3,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SVK","Slovak Republic","2011","2011",5146,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SVK","Slovak Republic","2012","2012",5137.7,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SVK","Slovak Republic","2013","2013",5120.8,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SVK","Slovak Republic","2014","2014",5108.2,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SVK","Slovak Republic","2015","2015",5090.1,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SVK","Slovak Republic","2016","2016",5145.4,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","ESP","Spain","2011","2011",99,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","ESP","Spain","2014","2014",99.1,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","ESP","Spain","2017","2017",99,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","ESP","Spain","2011","2011",45452.6,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","ESP","Spain","2014","2014",46157.1,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","ESP","Spain","2017","2017",45588,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SWE","Sweden","2010","2010",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SWE","Sweden","2011","2011",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SWE","Sweden","2012","2012",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SWE","Sweden","2013","2013",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SWE","Sweden","2014","2014",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SWE","Sweden","2015","2015",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SWE","Sweden","2016","2016",100,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SWE","Sweden","2010","2010",9415.6,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SWE","Sweden","2011","2011",9482.9,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SWE","Sweden","2012","2012",9555.9,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SWE","Sweden","2013","2013",9644.9,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SWE","Sweden","2014","2014",9747.4,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SWE","Sweden","2015","2015",9851,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SWE","Sweden","2016","2016",9995.2,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","CHE","Switzerland","2010","2010",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","CHE","Switzerland","2011","2011",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","CHE","Switzerland","2012","2012",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","CHE","Switzerland","2013","2013",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","CHE","Switzerland","2014","2014",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","CHE","Switzerland","2015","2015",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","CHE","Switzerland","2016","2016",100,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","CHE","Switzerland","2010","2010",7780,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","CHE","Switzerland","2011","2011",7863,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","CHE","Switzerland","2012","2012",7953,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","CHE","Switzerland","2013","2013",8046,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","CHE","Switzerland","2014","2014",8147,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","CHE","Switzerland","2015","2015",8245,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","CHE","Switzerland","2016","2016",8334,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","TUR","Turkey","2010","2010",96.2,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","TUR","Turkey","2011","2011",97.6,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","TUR","Turkey","2012","2012",98.2,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","TUR","Turkey","2013","2013",98,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","TUR","Turkey","2014","2014",98.4,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","TUR","Turkey","2015","2015",98.4,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","TUR","Turkey","2016","2016",98.2,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","TUR","Turkey","2017","2017",99.2,"P","Provisional value"
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","TUR","Turkey","2010","2010",70921.7,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","TUR","Turkey","2011","2011",72954.3,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","TUR","Turkey","2012","2012",74256.3,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","TUR","Turkey","2013","2013",75140.7,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","TUR","Turkey","2014","2014",76445.7,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","TUR","Turkey","2015","2015",77510.2,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","TUR","Turkey","2016","2016",78394.7,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","TUR","Turkey","2017","2017",80199.3,"P","Provisional value"
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","GBR","United Kingdom","2010","2010",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","GBR","United Kingdom","2011","2011",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","GBR","United Kingdom","2012","2012",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","GBR","United Kingdom","2013","2013",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","GBR","United Kingdom","2014","2014",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","GBR","United Kingdom","2015","2015",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","GBR","United Kingdom","2016","2016",100,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","GBR","United Kingdom","2010","2010",62262,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","GBR","United Kingdom","2011","2011",63285,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","GBR","United Kingdom","2012","2012",63705,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","GBR","United Kingdom","2013","2013",64106,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","GBR","United Kingdom","2014","2014",64600,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","GBR","United Kingdom","2015","2015",65110,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","GBR","United Kingdom","2016","2016",65648,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","EST","Estonia","2010","2010",94.5,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","EST","Estonia","2011","2011",94,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","EST","Estonia","2012","2012",93.7,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","EST","Estonia","2013","2013",93.6,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","EST","Estonia","2014","2014",93.9,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","EST","Estonia","2015","2015",94,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","EST","Estonia","2016","2016",94,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","EST","Estonia","2017","2017",94.1,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","EST","Estonia","2010","2010",1256.2,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","EST","Estonia","2011","2011",1245.5,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","EST","Estonia","2012","2012",1237.1,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","EST","Estonia","2013","2013",1231.2,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","EST","Estonia","2014","2014",1232.8,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","EST","Estonia","2015","2015",1237.3,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","EST","Estonia","2016","2016",1237.3,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","EST","Estonia","2017","2017",1240.9,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","ISR","Israel","2010","2010",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","ISR","Israel","2011","2011",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","ISR","Israel","2012","2012",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","ISR","Israel","2013","2013",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","ISR","Israel","2014","2014",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","ISR","Israel","2015","2015",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","ISR","Israel","2016","2016",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","ISR","Israel","2017","2017",100,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","ISR","Israel","2010","2010",7630,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","ISR","Israel","2011","2011",7756.7,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","ISR","Israel","2012","2012",7901.1,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","ISR","Israel","2013","2013",8044.6,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","ISR","Israel","2014","2014",8202,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","ISR","Israel","2015","2015",8325.3,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","ISR","Israel","2016","2016",8472.5,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","ISR","Israel","2017","2017",8624.7,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SVN","Slovenia","2010","2010",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SVN","Slovenia","2011","2011",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SVN","Slovenia","2012","2012",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SVN","Slovenia","2013","2013",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SVN","Slovenia","2014","2014",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SVN","Slovenia","2015","2015",100,,
"COVGCPHA","Pharmaceutical goods","TOTPOPTX","% of total population","SVN","Slovenia","2016","2016",100,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SVN","Slovenia","2010","2010",2059,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SVN","Slovenia","2011","2011",2063.7,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SVN","Slovenia","2012","2012",2076.3,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SVN","Slovenia","2013","2013",2079.1,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SVN","Slovenia","2014","2014",2076.2,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SVN","Slovenia","2015","2015",2080.7,,
"COVGCPHA","Pharmaceutical goods","EFFPEREF","Thousands of persons","SVN","Slovenia","2016","2016",2086.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2010","2010",52.5,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2011","2011",53.3,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2012","2012",54.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2013","2013",54.9,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2014","2014",55.4,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2015","2015",55.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2016","2016",55.7,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2017","2017",54.9,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2010","2010",11561,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2011","2011",11902,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2012","2012",12322,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2013","2013",12680,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2014","2014",13006,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2015","2015",13286,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2016","2016",13430,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","AUS","Australia","2017","2017",13513,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUT","Austria","2010","2010",33.9,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUT","Austria","2011","2011",34.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUT","Austria","2012","2012",34.5,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUT","Austria","2013","2013",35.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUT","Austria","2014","2014",35.7,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUT","Austria","2015","2015",36.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUT","Austria","2016","2016",36.5,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","AUT","Austria","2010","2010",2846,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","AUT","Austria","2011","2011",2875,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","AUT","Austria","2012","2012",2918,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","AUT","Austria","2013","2013",2983,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","AUT","Austria","2014","2014",3053,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","AUT","Austria","2015","2015",3117,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","AUT","Austria","2016","2016",3185,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2010","2010",78.9,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2011","2011",79.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2012","2012",79.7,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2013","2013",81.3,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2014","2014",82.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2015","2015",81.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2016","2016",82.7,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","BEL","Belgium","2010","2010",8641,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","BEL","Belgium","2011","2011",8788,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","BEL","Belgium","2012","2012",8843,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","BEL","Belgium","2013","2013",9067,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","BEL","Belgium","2014","2014",9212.5,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","BEL","Belgium","2015","2015",9195.4,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","BEL","Belgium","2016","2016",9365,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2010","2010",68,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2011","2011",68,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2012","2012",67,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2013","2013",67,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2014","2014",67,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2015","2015",67,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2016","2016",67,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2017","2017",67,"P","Provisional value"
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2010","2010",23300,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2011","2011",23500,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2012","2012",23600,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2013","2013",23700,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2014","2014",23900,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2015","2015",24300,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2016","2016",24600,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","CAN","Canada","2017","2017",24700,"P","Provisional value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2010","2010",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2011","2011",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2012","2012",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2013","2013",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2014","2014",0.2,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2015","2015",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2016","2016",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2010","2010",21.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2011","2011",24.1,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2012","2012",27.1,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2013","2013",28.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2014","2014",31.7,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2015","2015",32,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2016","2016",32.5,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2010","2010",1197,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2011","2011",1341,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2012","2012",1512,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2013","2013",1614.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2014","2014",1783.7,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2015","2015",1813.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","EFFPEREF","Thousands of persons","DNK","Denmark","2016","2016",1856.1,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2010","2010",16.1,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2011","2011",16.4,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2012","2012",17.1,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2013","2013",17.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2014","2014",18.3,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2015","2015",20.2,,
